,name_muni,private_school_type,geometry,size,education_level_others,urban,government_level,centroid_column,x,y
204927,Porto Alegre,Não Informado,POINT (-51.13998 -30.15785),Mais de 1000 matrículas de escolarização,,Urbana,Estadual,POINT (-51.13998 -30.15785),-51.13998,-30.15785
204928,Porto Alegre,Não Informado,POINT (-51.2013 -30.06239),Entre 51 e 200 matrículas de escolarização,,Urbana,Estadual,POINT (-51.2013 -30.06239),-51.2013,-30.06239
204929,Porto Alegre,Não Informado,POINT (-51.18854 -30.02511),Entre 51 e 200 matrículas de escolarização,Atendimento Educacional Especializado,Urbana,Estadual,POINT (-51.18854 -30.02511),-51.18854,-30.02511
204930,Porto Alegre,Não Informado,POINT (-51.22894 -30.10233),Entre 501 e 1000 matrículas de escolarização,Atendimento Educacional Especializado,Urbana,Estadual,POINT (-51.22894 -30.10233),-51.22894,-30.10233
204931,Porto Alegre,Particular,POINT (-51.20276 -30.07521),Entre 501 e 1000 matrículas de escolarização,Atendimento Educacional Especializado,Urbana,Privada,POINT (-51.20276 -30.07521),-51.20276,-30.07521
204932,Porto Alegre,Particular,POINT (-51.1801432 -30.0119125),Mais de 1000 matrículas de escolarização,,Urbana,Privada,POINT (-51.1801432 -30.0119125),-51.1801432,-30.0119125
204933,Porto Alegre,Filantrópica,POINT (-51.1971 -30.04304),Entre 501 e 1000 matrículas de escolarização,"Atendimento Educacional Especializado, Atividade Complementar",Urbana,Privada,POINT (-51.1971 -30.04304),-51.1971,-30.04304
204934,Porto Alegre,Particular,POINT (-51.14640312 -30.02388985),Entre 501 e 1000 matrículas de escolarização,"Atendimento Educacional Especializado, Atividade Complementar",Urbana,Privada,POINT (-51.14640312 -30.02388985),-51.14640312,-30.02388985
204935,Porto Alegre,Particular,POINT (-51.226645 -30.0421883333333),Entre 201 e 500 matrículas de escolarização,,Urbana,Privada,POINT (-51.226645 -30.0421883333333),-51.226645,-30.0421883333333
204936,Porto Alegre,Particular,POINT (-51.24826 -30.11222),Mais de 1000 matrículas de escolarização,"Atendimento Educacional Especializado, Atividade Complementar",Urbana,Privada,POINT (-51.24826 -30.11222),-51.24826,-30.11222
204937,Porto Alegre,Particular,POINT (-51.22352 -30.06148),Entre 201 e 500 matrículas de escolarização,"Atendimento Educacional Especializado, Atividade Complementar",Urbana,Privada,POINT (-51.22352 -30.06148),-51.22352,-30.06148
204938,Porto Alegre,Particular,POINT (-51.21737 -30.05019),Entre 501 e 1000 matrículas de escolarização,"Atendimento Educacional Especializado, Atividade Complementar",Urbana,Privada,POINT (-51.21737 -30.05019),-51.21737,-30.05019
204939,Porto Alegre,Filantrópica,POINT (-51.22693 -30.04063),Entre 201 e 500 matrículas de escolarização,Atendimento Educacional Especializado,Urbana,Privada,POINT (-51.22693 -30.04063),-51.22693,-30.04063
204940,Porto Alegre,Particular,POINT (-51.19943 -30.00939),Entre 201 e 500 matrículas de escolarização,"Atendimento Educacional Especializado, Atividade Complementar",Urbana,Privada,POINT (-51.19943 -30.00939),-51.19943,-30.00939
204941,Porto Alegre,Não Informado,POINT (-51.20892 -30.07849),,,Urbana,Privada,POINT (-51.20892 -30.07849),-51.20892,-30.07849
204942,Porto Alegre,Não Informado,POINT (-51.13466 -29.98212),Entre 201 e 500 matrículas de escolarização,,Urbana,Estadual,POINT (-51.13466 -29.98212),-51.13466,-29.98212
204943,Porto Alegre,Não Informado,POINT (-51.20119 -30.04408),Entre 51 e 200 matrículas de escolarização,,Urbana,Estadual,POINT (-51.20119 -30.04408),-51.20119,-30.04408
204944,Porto Alegre,Particular,POINT (-51.18677 -30.01213),Mais de 1000 matrículas de escolarização,Atividade Complementar,Urbana,Privada,POINT (-51.18677 -30.01213),-51.18677,-30.01213
204945,Porto Alegre,Não Informado,POINT (-51.1053264 -29.9935218),Mais de 1000 matrículas de escolarização,"Atendimento Educacional Especializado, Atividade Complementar",Urbana,Municipal,POINT (-51.1053264 -29.9935218),-51.1053264,-29.9935218
204946,Porto Alegre,Particular,POINT (-51.20051 -30.03629),Mais de 1000 matrículas de escolarização,,Urbana,Privada,POINT (-51.20051 -30.03629),-51.20051,-30.03629
204947,Porto Alegre,Particular,POINT (-51.22794 -30.112),Entre 501 e 1000 matrículas de escolarização,Atendimento Educacional Especializado,Urbana,Privada,POINT (-51.22794 -30.112),-51.22794,-30.112
204948,Porto Alegre,Particular,POINT (-51.12572 -29.99585),Entre 201 e 500 matrículas de escolarização,,Urbana,Privada,POINT (-51.12572 -29.99585),-51.12572,-29.99585
204949,Porto Alegre,Filantrópica,POINT (-51.21484 -30.07623),Mais de 1000 matrículas de escolarização,,Urbana,Privada,POINT (-51.21484 -30.07623),-51.21484,-30.07623
204950,Porto Alegre,Não Informado,POINT (-51.21719 -30.03319),Mais de 1000 matrículas de escolarização,Atendimento Educacional Especializado,Urbana,Estadual,POINT (-51.21719 -30.03319),-51.21719,-30.03319
204951,Porto Alegre,Particular,POINT (-51.1536127 -30.0117946),Entre 201 e 500 matrículas de escolarização,,Urbana,Privada,POINT (-51.1536127 -30.0117946),-51.1536127,-30.0117946
204952,Porto Alegre,Filantrópica,POINT (-51.12594 -29.9955),Entre 501 e 1000 matrículas de escolarização,,Urbana,Privada,POINT (-51.12594 -29.9955),-51.12594,-29.9955
204953,Porto Alegre,Filantrópica,POINT (-51.1691541597247 -30.0101974792778),Entre 201 e 500 matrículas de escolarização,"Atendimento Educacional Especializado, Atividade Complementar",Urbana,Privada,POINT (-51.1691541597247 -30.0101974792778),-51.1691541597247,-30.0101974792778
204954,Porto Alegre,Particular,POINT (-51.20717 -30.08583),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.20717 -30.08583),-51.20717,-30.08583
204955,Porto Alegre,Não Informado,POINT (-51.2194199 -30.0444286),Entre 51 e 200 matrículas de escolarização,,Urbana,Municipal,POINT (-51.2194199 -30.0444286),-51.2194199,-30.0444286
204956,Porto Alegre,Não Informado,POINT (-51.2051754 -30.0277365),Até 50 matrículas de escolarização,,Urbana,Municipal,POINT (-51.2051754 -30.0277365),-51.2051754,-30.0277365
204957,Porto Alegre,Não Informado,POINT (-51.2050971 -30.0520634),Entre 51 e 200 matrículas de escolarização,,Urbana,Municipal,POINT (-51.2050971 -30.0520634),-51.2050971,-30.0520634
204958,Porto Alegre,Não Informado,POINT (-51.2104383 -30.0209067),Entre 51 e 200 matrículas de escolarização,,Urbana,Municipal,POINT (-51.2104383 -30.0209067),-51.2104383,-30.0209067
204959,Porto Alegre,Não Informado,POINT (-51.1960358 -30.0114826),Até 50 matrículas de escolarização,,Urbana,Municipal,POINT (-51.1960358 -30.0114826),-51.1960358,-30.0114826
204960,Porto Alegre,Não Informado,POINT (-51.2367028 -30.0347851),Entre 51 e 200 matrículas de escolarização,,Urbana,Municipal,POINT (-51.2367028 -30.0347851),-51.2367028,-30.0347851
204961,Porto Alegre,Particular,POINT (-51.1359147 -30.0109409),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.1359147 -30.0109409),-51.1359147,-30.0109409
204962,Porto Alegre,Particular,POINT (-51.17567 -30.06653),Entre 501 e 1000 matrículas de escolarização,,Urbana,Privada,POINT (-51.17567 -30.06653),-51.17567,-30.06653
204963,Porto Alegre,Não Informado,POINT (-51.19499 -29.97939),Entre 201 e 500 matrículas de escolarização,,Urbana,Estadual,POINT (-51.19499 -29.97939),-51.19499,-29.97939
204965,Porto Alegre,Não Informado,POINT (-51.143048 -30.153136),Mais de 1000 matrículas de escolarização,"Atendimento Educacional Especializado, Atividade Complementar",Urbana,Municipal,POINT (-51.143048 -30.153136),-51.143048,-30.153136
204966,Porto Alegre,Não Informado,POINT (-51.23818 -30.07112),Entre 51 e 200 matrículas de escolarização,,Urbana,Estadual,POINT (-51.23818 -30.07112),-51.23818,-30.07112
204967,Porto Alegre,Particular,POINT (-51.0974 -30.01256),Mais de 1000 matrículas de escolarização,"Atendimento Educacional Especializado, Atividade Complementar",Urbana,Privada,POINT (-51.0974 -30.01256),-51.0974,-30.01256
204968,Porto Alegre,Não Informado,POINT (-51.25397 -30.11093),Entre 501 e 1000 matrículas de escolarização,,Urbana,Estadual,POINT (-51.25397 -30.11093),-51.25397,-30.11093
204969,Porto Alegre,Não Informado,POINT (-51.18813 -30.06866),Entre 501 e 1000 matrículas de escolarização,,Urbana,Estadual,POINT (-51.18813 -30.06866),-51.18813,-30.06866
204970,Porto Alegre,Não Informado,POINT (-51.19985 -30.01063),Entre 501 e 1000 matrículas de escolarização,,Urbana,Estadual,POINT (-51.19985 -30.01063),-51.19985,-30.01063
204971,Porto Alegre,Não Informado,POINT (-51.1905 -30.00592),,,Urbana,Estadual,POINT (-51.1905 -30.00592),-51.1905,-30.00592
204972,Porto Alegre,Não Informado,POINT (-51.116 -30.0814),Entre 201 e 500 matrículas de escolarização,,Urbana,Estadual,POINT (-51.116 -30.0814),-51.116,-30.0814
204973,Porto Alegre,Particular,POINT (-51.24155 -30.10778),Entre 201 e 500 matrículas de escolarização,,Urbana,Privada,POINT (-51.24155 -30.10778),-51.24155,-30.10778
204974,Porto Alegre,Não Informado,POINT (-51.14543 -30.1482),Mais de 1000 matrículas de escolarização,,Urbana,Estadual,POINT (-51.14543 -30.1482),-51.14543,-30.1482
204975,Porto Alegre,Não Informado,POINT (-51.14859 -30.0027),Entre 201 e 500 matrículas de escolarização,,Urbana,Estadual,POINT (-51.14859 -30.0027),-51.14859,-30.0027
204976,Porto Alegre,Não Informado,POINT (-51.21115 -30.04802),Mais de 1000 matrículas de escolarização,,Urbana,Estadual,POINT (-51.21115 -30.04802),-51.21115,-30.04802
204977,Porto Alegre,Não Informado,POINT (-51.21334 -30.02452),Entre 201 e 500 matrículas de escolarização,,Urbana,Estadual,POINT (-51.21334 -30.02452),-51.21334,-30.02452
204978,Porto Alegre,Não Informado,POINT (-51.19166 -30.02423),Entre 201 e 500 matrículas de escolarização,,Urbana,Estadual,POINT (-51.19166 -30.02423),-51.19166,-30.02423
204979,Porto Alegre,Não Informado,POINT (-51.13759 -29.99945),Entre 501 e 1000 matrículas de escolarização,Atendimento Educacional Especializado,Urbana,Estadual,POINT (-51.13759 -29.99945),-51.13759,-29.99945
204980,Porto Alegre,Não Informado,POINT (-51.19858 -30.04018),Mais de 1000 matrículas de escolarização,Atendimento Educacional Especializado,Urbana,Estadual,POINT (-51.19858 -30.04018),-51.19858,-30.04018
204981,Porto Alegre,Não Informado,POINT (-51.26028 -30.10203),Entre 201 e 500 matrículas de escolarização,Atendimento Educacional Especializado,Urbana,Estadual,POINT (-51.26028 -30.10203),-51.26028,-30.10203
204982,Porto Alegre,Não Informado,POINT (-51.1849 -30.06943),Mais de 1000 matrículas de escolarização,,Urbana,Estadual,POINT (-51.1849 -30.06943),-51.1849,-30.06943
204984,Porto Alegre,Não Informado,POINT (-51.22492 -30.13692),Entre 501 e 1000 matrículas de escolarização,Atendimento Educacional Especializado,Urbana,Estadual,POINT (-51.22492 -30.13692),-51.22492,-30.13692
204985,Porto Alegre,Não Informado,POINT (-51.17679 -30.20959),Mais de 1000 matrículas de escolarização,,Urbana,Estadual,POINT (-51.17679 -30.20959),-51.17679,-30.20959
204987,Porto Alegre,Não Informado,POINT (-51.18141 -30.04059),Entre 501 e 1000 matrículas de escolarização,,Urbana,Estadual,POINT (-51.18141 -30.04059),-51.18141,-30.04059
204988,Porto Alegre,Particular,POINT (-51.2296888 -30.0374341),Entre 201 e 500 matrículas de escolarização,Atividade Complementar,Urbana,Privada,POINT (-51.2296888 -30.0374341),-51.2296888,-30.0374341
204989,Porto Alegre,Particular,POINT (-51.2243516 -30.060817),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.2243516 -30.060817),-51.2243516,-30.060817
204990,Porto Alegre,Particular,POINT (-51.2289187401397 -30.0491961454351),Mais de 1000 matrículas de escolarização,Atendimento Educacional Especializado,Urbana,Privada,POINT (-51.2289187401397 -30.0491961454351),-51.2289187401397,-30.0491961454351
204991,Porto Alegre,Não Informado,POINT (-51.22559 -30.03993),Entre 201 e 500 matrículas de escolarização,,Urbana,Estadual,POINT (-51.22559 -30.03993),-51.22559,-30.03993
204992,Porto Alegre,Não Informado,POINT (-51.1515 -30.02977),Entre 501 e 1000 matrículas de escolarização,Atendimento Educacional Especializado,Urbana,Estadual,POINT (-51.1515 -30.02977),-51.1515,-30.02977
204994,Porto Alegre,Não Informado,POINT (-51.15919 -30.05826),Entre 501 e 1000 matrículas de escolarização,,Urbana,Estadual,POINT (-51.15919 -30.05826),-51.15919,-30.05826
204996,Porto Alegre,Não Informado,POINT (-51.22197 -30.09432),Entre 201 e 500 matrículas de escolarização,,Urbana,Estadual,POINT (-51.22197 -30.09432),-51.22197,-30.09432
204997,Porto Alegre,Não Informado,POINT (-51.2314 -30.03417),Entre 501 e 1000 matrículas de escolarização,,Urbana,Estadual,POINT (-51.2314 -30.03417),-51.2314,-30.03417
204998,Porto Alegre,Não Informado,POINT (-51.19256 -29.99334),Entre 201 e 500 matrículas de escolarização,,Urbana,Estadual,POINT (-51.19256 -29.99334),-51.19256,-29.99334
204999,Porto Alegre,Particular,POINT (-51.18095 -30.03388),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.18095 -30.03388),-51.18095,-30.03388
205000,Porto Alegre,Particular,POINT (-51.1969 -30.02799),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.1969 -30.02799),-51.1969,-30.02799
205001,Porto Alegre,Não Informado,POINT (-51.1319 -30.02739),Entre 51 e 200 matrículas de escolarização,,Urbana,Estadual,POINT (-51.1319 -30.02739),-51.1319,-30.02739
205002,Porto Alegre,Não Informado,POINT (-51.11036 -30.01821),Mais de 1000 matrículas de escolarização,,Urbana,Estadual,POINT (-51.11036 -30.01821),-51.11036,-30.01821
205003,Porto Alegre,Não Informado,POINT (-51.12017 -30.0079),Entre 501 e 1000 matrículas de escolarização,,Urbana,Estadual,POINT (-51.12017 -30.0079),-51.12017,-30.0079
205005,Porto Alegre,Não Informado,POINT (-51.09573 -30.00791),Entre 201 e 500 matrículas de escolarização,,Urbana,Estadual,POINT (-51.09573 -30.00791),-51.09573,-30.00791
205006,Porto Alegre,Não Informado,POINT (-51.11028 -30.00448),Entre 501 e 1000 matrículas de escolarização,,Urbana,Estadual,POINT (-51.11028 -30.00448),-51.11028,-30.00448
205007,Porto Alegre,Não Informado,POINT (-51.2014856 -30.005076),Entre 51 e 200 matrículas de escolarização,,Urbana,Municipal,POINT (-51.2014856 -30.005076),-51.2014856,-30.005076
205008,Porto Alegre,Não Informado,POINT (-51.13477 -30.04011),Entre 201 e 500 matrículas de escolarização,,Urbana,Estadual,POINT (-51.13477 -30.04011),-51.13477,-30.04011
205009,Porto Alegre,Não Informado,POINT (-51.17455 -29.97687),Até 50 matrículas de escolarização,,Urbana,Estadual,POINT (-51.17455 -29.97687),-51.17455,-29.97687
205010,Porto Alegre,Particular,POINT (-51.17296847 -30.02477745),Mais de 1000 matrículas de escolarização,Atividade Complementar,Urbana,Privada,POINT (-51.17296847 -30.02477745),-51.17296847,-30.02477745
205011,Porto Alegre,Particular,POINT (-51.22531 -30.05612),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.22531 -30.05612),-51.22531,-30.05612
205012,Porto Alegre,Não Informado,POINT (-51.09129 -29.99715),Entre 501 e 1000 matrículas de escolarização,Atendimento Educacional Especializado,Urbana,Estadual,POINT (-51.09129 -29.99715),-51.09129,-29.99715
205013,Porto Alegre,Não Informado,POINT (-51.18626 -30.05282),Entre 201 e 500 matrículas de escolarização,,Urbana,Estadual,POINT (-51.18626 -30.05282),-51.18626,-30.05282
205014,Porto Alegre,Não Informado,POINT (-51.10189 -30.00142),Entre 201 e 500 matrículas de escolarização,,Urbana,Estadual,POINT (-51.10189 -30.00142),-51.10189,-30.00142
205016,Porto Alegre,Particular,POINT (-51.15013 -30.00848),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.15013 -30.00848),-51.15013,-30.00848
205017,Porto Alegre,Não Informado,POINT (-51.1168 -30.01707),Entre 201 e 500 matrículas de escolarização,Atendimento Educacional Especializado,Urbana,Estadual,POINT (-51.1168 -30.01707),-51.1168,-30.01707
205018,Porto Alegre,Não Informado,POINT (-51.1259201 -29.9792095),Entre 201 e 500 matrículas de escolarização,"Atendimento Educacional Especializado, Atividade Complementar",Urbana,Municipal,POINT (-51.1259201 -29.9792095),-51.1259201,-29.9792095
205019,Porto Alegre,Não Informado,POINT (-51.1034918 -30.024567),Mais de 1000 matrículas de escolarização,"Atendimento Educacional Especializado, Atividade Complementar",Urbana,Municipal,POINT (-51.1034918 -30.024567),-51.1034918,-30.024567
205020,Porto Alegre,Comunitária,POINT (-51.1950563 -30.0231757),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1950563 -30.0231757),-51.1950563,-30.0231757
205021,Porto Alegre,Particular,POINT (-51.18584 -30.04064),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.18584 -30.04064),-51.18584,-30.04064
205022,Porto Alegre,Não Informado,POINT (-51.23782 -30.08784),Entre 501 e 1000 matrículas de escolarização,,Urbana,Estadual,POINT (-51.23782 -30.08784),-51.23782,-30.08784
205023,Porto Alegre,Não Informado,POINT (-51.22702 -30.11489),Entre 501 e 1000 matrículas de escolarização,Atendimento Educacional Especializado,Urbana,Estadual,POINT (-51.22702 -30.11489),-51.22702,-30.11489
205024,Porto Alegre,Não Informado,POINT (-51.13521 -30.0847),Entre 201 e 500 matrículas de escolarização,,Urbana,Estadual,POINT (-51.13521 -30.0847),-51.13521,-30.0847
205025,Porto Alegre,Não Informado,POINT (-51.21673 -30.04639),Entre 501 e 1000 matrículas de escolarização,,Urbana,Estadual,POINT (-51.21673 -30.04639),-51.21673,-30.04639
205026,Porto Alegre,Não Informado,POINT (-51.21745 -30.06306),Entre 201 e 500 matrículas de escolarização,,Urbana,Estadual,POINT (-51.21745 -30.06306),-51.21745,-30.06306
205027,Porto Alegre,Não Informado,POINT (-51.19332 -30.06337),Entre 201 e 500 matrículas de escolarização,Atendimento Educacional Especializado,Urbana,Estadual,POINT (-51.19332 -30.06337),-51.19332,-30.06337
205028,Porto Alegre,Não Informado,POINT (-51.22645 -30.05398),Mais de 1000 matrículas de escolarização,,Urbana,Estadual,POINT (-51.22645 -30.05398),-51.22645,-30.05398
205030,Porto Alegre,Não Informado,POINT (-51.22966 -30.08436),Entre 51 e 200 matrículas de escolarização,,Urbana,Estadual,POINT (-51.22966 -30.08436),-51.22966,-30.08436
205031,Porto Alegre,Não Informado,POINT (-51.11465 -30.11542),Entre 201 e 500 matrículas de escolarização,,Urbana,Estadual,POINT (-51.11465 -30.11542),-51.11465,-30.11542
205033,Porto Alegre,Particular,POINT (-51.2261105 -30.0606924),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.2261105 -30.0606924),-51.2261105,-30.0606924
205034,Porto Alegre,Não Informado,POINT (-51.1709 -30.10402),Entre 201 e 500 matrículas de escolarização,,Urbana,Estadual,POINT (-51.1709 -30.10402),-51.1709,-30.10402
205035,Porto Alegre,Filantrópica,POINT (-51.12541 -30.08963),Entre 501 e 1000 matrículas de escolarização,,Urbana,Privada,POINT (-51.12541 -30.08963),-51.12541,-30.08963
205036,Porto Alegre,Comunitária,POINT (-51.2006183 -30.0500031),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.2006183 -30.0500031),-51.2006183,-30.0500031
205037,Porto Alegre,Filantrópica,POINT (-51.19248 -30.06628),Entre 51 e 200 matrículas de escolarização,Atividade Complementar,Urbana,Privada,POINT (-51.19248 -30.06628),-51.19248,-30.06628
205038,Porto Alegre,Não Informado,POINT (-51.18453 -30.06908),Entre 51 e 200 matrículas de escolarização,,Urbana,Estadual,POINT (-51.18453 -30.06908),-51.18453,-30.06908
205039,Porto Alegre,Não Informado,POINT (-51.20832 -30.0692),Entre 201 e 500 matrículas de escolarização,,Urbana,Estadual,POINT (-51.20832 -30.0692),-51.20832,-30.0692
205041,Porto Alegre,Particular,POINT (-51.22091 -30.05763),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.22091 -30.05763),-51.22091,-30.05763
205042,Porto Alegre,Particular,POINT (-51.22819 -30.0564),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.22819 -30.0564),-51.22819,-30.0564
205043,Porto Alegre,Não Informado,POINT (-51.16348 -30.06647),Entre 201 e 500 matrículas de escolarização,,Urbana,Estadual,POINT (-51.16348 -30.06647),-51.16348,-30.06647
205044,Porto Alegre,Não Informado,POINT (-51.19684 -30.05716),Entre 501 e 1000 matrículas de escolarização,,Urbana,Estadual,POINT (-51.19684 -30.05716),-51.19684,-30.05716
205045,Porto Alegre,Não Informado,POINT (-51.19272 -30.05763),Entre 201 e 500 matrículas de escolarização,Atendimento Educacional Especializado,Urbana,Estadual,POINT (-51.19272 -30.05763),-51.19272,-30.05763
205046,Porto Alegre,Particular,POINT (-51.21688 -30.05666),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.21688 -30.05666),-51.21688,-30.05666
205047,Porto Alegre,Não Informado,POINT (-51.1628046 -30.0759981),Mais de 1000 matrículas de escolarização,"Atendimento Educacional Especializado, Atividade Complementar",Urbana,Municipal,POINT (-51.1628046 -30.0759981),-51.1628046,-30.0759981
205048,Porto Alegre,Não Informado,POINT (-51.2163347 -30.1293679),Entre 501 e 1000 matrículas de escolarização,"Atendimento Educacional Especializado, Atividade Complementar",Urbana,Municipal,POINT (-51.2163347 -30.1293679),-51.2163347,-30.1293679
205049,Porto Alegre,Não Informado,POINT (-51.2111718 -30.1370495),Entre 51 e 200 matrículas de escolarização,"Atendimento Educacional Especializado, Atividade Complementar",Urbana,Municipal,POINT (-51.2111718 -30.1370495),-51.2111718,-30.1370495
205050,Porto Alegre,Não Informado,POINT (-51.1359911 -30.1566083),Mais de 1000 matrículas de escolarização,"Atendimento Educacional Especializado, Atividade Complementar",Urbana,Municipal,POINT (-51.1359911 -30.1566083),-51.1359911,-30.1566083
205051,Porto Alegre,Não Informado,POINT (-51.1441432 -30.150945),Entre 501 e 1000 matrículas de escolarização,Atendimento Educacional Especializado,Urbana,Municipal,POINT (-51.1441432 -30.150945),-51.1441432,-30.150945
205052,Porto Alegre,Não Informado,POINT (-51.228132 -30.0854815),Entre 501 e 1000 matrículas de escolarização,"Atendimento Educacional Especializado, Atividade Complementar",Urbana,Municipal,POINT (-51.228132 -30.0854815),-51.228132,-30.0854815
205053,Porto Alegre,Não Informado,POINT (-51.23152 -30.08163),Entre 51 e 200 matrículas de escolarização,Atendimento Educacional Especializado,Urbana,Estadual,POINT (-51.23152 -30.08163),-51.23152,-30.08163
205054,Porto Alegre,Não Informado,POINT (-51.173391 -30.0765669),Entre 501 e 1000 matrículas de escolarização,"Atendimento Educacional Especializado, Atividade Complementar",Urbana,Municipal,POINT (-51.173391 -30.0765669),-51.173391,-30.0765669
205055,Porto Alegre,Particular,POINT (-51.1825302 -30.0360081),Entre 201 e 500 matrículas de escolarização,,Urbana,Privada,POINT (-51.1825302 -30.0360081),-51.1825302,-30.0360081
205056,Porto Alegre,Não Informado,POINT (-51.1435999 -30.1614086),Mais de 1000 matrículas de escolarização,"Atendimento Educacional Especializado, Atividade Complementar",Urbana,Municipal,POINT (-51.1435999 -30.1614086),-51.1435999,-30.1614086
205057,Porto Alegre,Particular,POINT (-51.1683173882653 -30.0652948693782),Entre 501 e 1000 matrículas de escolarização,,Urbana,Privada,POINT (-51.1683173882653 -30.0652948693782),-51.1683173882653,-30.0652948693782
205058,Porto Alegre,Não Informado,POINT (-51.18791 -29.98),Entre 201 e 500 matrículas de escolarização,,Urbana,Estadual,POINT (-51.18791 -29.98),-51.18791,-29.98
205059,Porto Alegre,Não Informado,POINT (-51.13146 -30.01186),Entre 501 e 1000 matrículas de escolarização,Atendimento Educacional Especializado,Urbana,Estadual,POINT (-51.13146 -30.01186),-51.13146,-30.01186
205060,Porto Alegre,Não Informado,POINT (-51.1253145 -30.0317282),Entre 201 e 500 matrículas de escolarização,"Atendimento Educacional Especializado, Atividade Complementar",Urbana,Municipal,POINT (-51.1253145 -30.0317282),-51.1253145,-30.0317282
205061,Porto Alegre,Não Informado,POINT (-51.1234314 -30.0178389),Entre 501 e 1000 matrículas de escolarização,"Atendimento Educacional Especializado, Atividade Complementar",Urbana,Municipal,POINT (-51.1234314 -30.0178389),-51.1234314,-30.0178389
205062,Porto Alegre,Não Informado,POINT (-51.0929043 -30.0001303),Entre 501 e 1000 matrículas de escolarização,"Atendimento Educacional Especializado, Atividade Complementar",Urbana,Municipal,POINT (-51.0929043 -30.0001303),-51.0929043,-30.0001303
205063,Porto Alegre,Não Informado,POINT (-51.1162944 -30.0355816),Mais de 1000 matrículas de escolarização,"Atendimento Educacional Especializado, Atividade Complementar",Urbana,Municipal,POINT (-51.1162944 -30.0355816),-51.1162944,-30.0355816
205064,Porto Alegre,Não Informado,POINT (-51.2003331 -30.0841445),Entre 501 e 1000 matrículas de escolarização,"Atendimento Educacional Especializado, Atividade Complementar",Urbana,Municipal,POINT (-51.2003331 -30.0841445),-51.2003331,-30.0841445
205065,Porto Alegre,Não Informado,POINT (-51.19044 -30.09812),Entre 51 e 200 matrículas de escolarização,Atendimento Educacional Especializado,Urbana,Estadual,POINT (-51.19044 -30.09812),-51.19044,-30.09812
205066,Porto Alegre,Não Informado,POINT (-51.2091 -30.127),Entre 201 e 500 matrículas de escolarização,,Urbana,Estadual,POINT (-51.2091 -30.127),-51.2091,-30.127
205067,Porto Alegre,Não Informado,POINT (-51.13573 -30.04762),Entre 201 e 500 matrículas de escolarização,,Urbana,Estadual,POINT (-51.13573 -30.04762),-51.13573,-30.04762
205068,Porto Alegre,Particular,POINT (-51.1854 -30.01743),Entre 51 e 200 matrículas de escolarização,Atividade Complementar,Urbana,Privada,POINT (-51.1854 -30.01743),-51.1854,-30.01743
205069,Porto Alegre,Particular,POINT (-51.2058 -30.08148),Entre 501 e 1000 matrículas de escolarização,,Urbana,Privada,POINT (-51.2058 -30.08148),-51.2058,-30.08148
205071,Porto Alegre,Particular,POINT (-51.173795 -30.0249083333333),Entre 501 e 1000 matrículas de escolarização,,Urbana,Privada,POINT (-51.173795 -30.0249083333333),-51.173795,-30.0249083333333
205072,Porto Alegre,Não Informado,POINT (-51.20559 -30.06199),Até 50 matrículas de escolarização,,Urbana,Estadual,POINT (-51.20559 -30.06199),-51.20559,-30.06199
205073,Porto Alegre,Particular,POINT (-51.2030748836696 -30.037749465555),Entre 201 e 500 matrículas de escolarização,,Urbana,Privada,POINT (-51.2030748836696 -30.037749465555),-51.2030748836696,-30.037749465555
206507,Porto Alegre,Não Informado,POINT (-51.1002986 -30.0074714),Entre 51 e 200 matrículas de escolarização,,Urbana,Municipal,POINT (-51.1002986 -30.0074714),-51.1002986,-30.0074714
206508,Porto Alegre,Particular,POINT (-51.1842275038838 -30.013631042121),Entre 51 e 200 matrículas de escolarização,Atividade Complementar,Urbana,Privada,POINT (-51.1842275038838 -30.013631042121),-51.1842275038838,-30.013631042121
206529,Porto Alegre,Filantrópica,POINT (-51.0694994 -30.2245808),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.0694994 -30.2245808),-51.0694994,-30.2245808
206536,Porto Alegre,Comunitária,POINT (-51.1391156 -30.1646389),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1391156 -30.1646389),-51.1391156,-30.1646389
206543,Porto Alegre,Comunitária,POINT (-51.1690806504339 -30.0157440779731),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1690806504339 -30.0157440779731),-51.1690806504339,-30.0157440779731
