,name_muni,private_school_type,geometry,size,education_level_others,urban,government_level,centroid_column,x,y
209001,Porto Alegre,Particular,POINT (-51.16478 -30.03322),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.16478 -30.03322),-51.16478,-30.03322
209003,Porto Alegre,Particular,POINT (-51.1506 -30.00741),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1506 -30.00741),-51.1506,-30.00741
209005,Porto Alegre,Filantrópica,POINT (-51.15856 -30.04129),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.15856 -30.04129),-51.15856,-30.04129
209007,Porto Alegre,Comunitária,POINT (-51.1578594 -30.0456783),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1578594 -30.0456783),-51.1578594,-30.0456783
209010,Porto Alegre,Particular,POINT (-51.15268 -30.00161),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.15268 -30.00161),-51.15268,-30.00161
209011,Porto Alegre,Particular,POINT (-51.15719 -30.05922),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.15719 -30.05922),-51.15719,-30.05922
209012,Porto Alegre,Particular,POINT (-51.18847 -30.04449),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.18847 -30.04449),-51.18847,-30.04449
209013,Porto Alegre,Particular,POINT (-51.19158 -30.03366),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.19158 -30.03366),-51.19158,-30.03366
209014,Porto Alegre,Não Informado,POINT (-51.1744939 -30.1773753),Entre 501 e 1000 matrículas de escolarização,"Atendimento Educacional Especializado, Atividade Complementar",Urbana,Municipal,POINT (-51.1744939 -30.1773753),-51.1744939,-30.1773753
209015,Porto Alegre,Particular,POINT (-51.16433 -30.01876),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.16433 -30.01876),-51.16433,-30.01876
209016,Porto Alegre,Particular,POINT (-51.13559 -30.04431),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.13559 -30.04431),-51.13559,-30.04431
209017,Porto Alegre,Particular,POINT (-51.19324 -30.01932),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.19324 -30.01932),-51.19324,-30.01932
209018,Porto Alegre,Confessional,POINT (-51.2136191 -30.0469886),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.2136191 -30.0469886),-51.2136191,-30.0469886
209019,Porto Alegre,Não Informado,POINT (-51.18771 -30.04561),,,Urbana,Privada,POINT (-51.18771 -30.04561),-51.18771,-30.04561
209020,Porto Alegre,Particular,POINT (-51.14306 -30.14767),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.14306 -30.14767),-51.14306,-30.14767
209021,Porto Alegre,Particular,POINT (-51.22355 -30.03989),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.22355 -30.03989),-51.22355,-30.03989
209023,Porto Alegre,Particular,POINT (-51.21082 -30.06656),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.21082 -30.06656),-51.21082,-30.06656
209024,Porto Alegre,Não Informado,POINT (-51.19108 -30.1579),,,Urbana,Privada,POINT (-51.19108 -30.1579),-51.19108,-30.1579
209025,Porto Alegre,Particular,POINT (-51.19662 -30.01361),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.19662 -30.01361),-51.19662,-30.01361
209026,Porto Alegre,Comunitária,POINT (-51.1120846 -30.1105187),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1120846 -30.1105187),-51.1120846,-30.1105187
209027,Porto Alegre,Confessional,POINT (-51.225752 -30.0772184),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.225752 -30.0772184),-51.225752,-30.0772184
209028,Porto Alegre,Confessional,POINT (-51.2265473 -30.0815506),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.2265473 -30.0815506),-51.2265473,-30.0815506
209029,Porto Alegre,Confessional,POINT (-51.1266233 -30.0163844),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1266233 -30.0163844),-51.1266233,-30.0163844
209030,Porto Alegre,Comunitária,POINT (-51.1896033 -30.0780113),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1896033 -30.0780113),-51.1896033,-30.0780113
209031,Porto Alegre,Comunitária,POINT (-51.0975232 -30.0237311),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.0975232 -30.0237311),-51.0975232,-30.0237311
209032,Porto Alegre,Comunitária,POINT (-51.1736134 -30.0709027),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1736134 -30.0709027),-51.1736134,-30.0709027
209033,Porto Alegre,Confessional,POINT (-51.1331812 -30.0228461),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1331812 -30.0228461),-51.1331812,-30.0228461
209034,Porto Alegre,Comunitária,POINT (-51.2067707 -30.0681939),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.2067707 -30.0681939),-51.2067707,-30.0681939
209035,Porto Alegre,Particular,POINT (-51.23226 -30.03509),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.23226 -30.03509),-51.23226,-30.03509
209036,Porto Alegre,Particular,POINT (-51.15063 -30.00714),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.15063 -30.00714),-51.15063,-30.00714
209037,Porto Alegre,Particular,POINT (-51.24168 -30.1087),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.24168 -30.1087),-51.24168,-30.1087
209038,Porto Alegre,Particular,POINT (-51.1857951 -30.0098986),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1857951 -30.0098986),-51.1857951,-30.0098986
209039,Porto Alegre,Particular,POINT (-51.17762 -30.03896),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.17762 -30.03896),-51.17762,-30.03896
209040,Porto Alegre,Particular,POINT (-51.1667 -30.041),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.1667 -30.041),-51.1667,-30.041
209041,Porto Alegre,Particular,POINT (-51.18562 -30.0529),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.18562 -30.0529),-51.18562,-30.0529
209042,Porto Alegre,Particular,POINT (-51.227 -30.05726),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.227 -30.05726),-51.227,-30.05726
209043,Porto Alegre,Particular,POINT (-51.23141 -30.1029),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.23141 -30.1029),-51.23141,-30.1029
209044,Porto Alegre,Confessional,POINT (-51.1770077 -30.11963),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1770077 -30.11963),-51.1770077,-30.11963
209045,Porto Alegre,Particular,POINT (-51.13359 -29.98046),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.13359 -29.98046),-51.13359,-29.98046
209046,Porto Alegre,Particular,POINT (-51.23176 -30.09319),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.23176 -30.09319),-51.23176,-30.09319
209047,Porto Alegre,Comunitária,POINT (-51.2145151 -30.0919496),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.2145151 -30.0919496),-51.2145151,-30.0919496
209048,Porto Alegre,Particular,POINT (-51.24819 -30.11086),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.24819 -30.11086),-51.24819,-30.11086
209049,Porto Alegre,Comunitária,POINT (-51.136894 -30.1549846),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.136894 -30.1549846),-51.136894,-30.1549846
209051,Porto Alegre,Comunitária,POINT (-51.1369299 -29.978445),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1369299 -29.978445),-51.1369299,-29.978445
209052,Porto Alegre,Comunitária,POINT (-51.1462713 -30.1667164),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1462713 -30.1667164),-51.1462713,-30.1667164
209055,Porto Alegre,Comunitária,POINT (-51.2243073 -29.9930901),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.2243073 -29.9930901),-51.2243073,-29.9930901
209057,Porto Alegre,Comunitária,POINT (-51.2376089 -30.0949777),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.2376089 -30.0949777),-51.2376089,-30.0949777
209058,Porto Alegre,Comunitária,POINT (-51.2298776 -30.1342703),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.2298776 -30.1342703),-51.2298776,-30.1342703
209059,Porto Alegre,Comunitária,POINT (-51.1414621 -30.1548632),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1414621 -30.1548632),-51.1414621,-30.1548632
209066,Porto Alegre,Particular,POINT (-51.22358 -30.03848),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.22358 -30.03848),-51.22358,-30.03848
209067,Porto Alegre,Particular,POINT (-51.25592 -30.10958),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.25592 -30.10958),-51.25592,-30.10958
209068,Porto Alegre,Comunitária,POINT (-51.2644497 -30.0991831),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.2644497 -30.0991831),-51.2644497,-30.0991831
209069,Porto Alegre,Particular,POINT (-51.203 -30.02141),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.203 -30.02141),-51.203,-30.02141
209070,Porto Alegre,Particular,POINT (-51.22678 -30.05033),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.22678 -30.05033),-51.22678,-30.05033
209071,Porto Alegre,Particular,POINT (-51.1832752 -30.0108772),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.1832752 -30.0108772),-51.1832752,-30.0108772
209072,Porto Alegre,Particular,POINT (-51.22157 -30.03676),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.22157 -30.03676),-51.22157,-30.03676
209073,Porto Alegre,Particular,POINT (-51.2327 -30.10578),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.2327 -30.10578),-51.2327,-30.10578
209074,Porto Alegre,Comunitária,POINT (-51.1402469 -30.1598602),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1402469 -30.1598602),-51.1402469,-30.1598602
209076,Porto Alegre,Comunitária,POINT (-51.2385141 -30.094817),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.2385141 -30.094817),-51.2385141,-30.094817
209077,Porto Alegre,Comunitária,POINT (-51.1300714 -29.9947196),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1300714 -29.9947196),-51.1300714,-29.9947196
209078,Porto Alegre,Particular,POINT (-51.20976 -30.12298),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.20976 -30.12298),-51.20976,-30.12298
209082,Porto Alegre,Particular,POINT (-51.13786 -30.00244),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.13786 -30.00244),-51.13786,-30.00244
209088,Porto Alegre,Particular,POINT (-51.16365 -30.00984),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.16365 -30.00984),-51.16365,-30.00984
209089,Porto Alegre,Particular,POINT (-51.23486 -30.03613),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.23486 -30.03613),-51.23486,-30.03613
209090,Porto Alegre,Particular,POINT (-51.21409 -30.08371),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.21409 -30.08371),-51.21409,-30.08371
209092,Porto Alegre,Comunitária,POINT (-51.17665 -30.1747344),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.17665 -30.1747344),-51.17665,-30.1747344
209114,Porto Alegre,Particular,POINT (-51.22741 -30.09639),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.22741 -30.09639),-51.22741,-30.09639
209116,Porto Alegre,Comunitária,POINT (-51.1378963 -29.9908941),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1378963 -29.9908941),-51.1378963,-29.9908941
209117,Porto Alegre,Comunitária,POINT (-51.1268365 -30.0455451),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1268365 -30.0455451),-51.1268365,-30.0455451
209119,Porto Alegre,Comunitária,POINT (-51.1152988 -29.985651),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.1152988 -29.985651),-51.1152988,-29.985651
209120,Porto Alegre,Filantrópica,POINT (-51.2202849 -30.0449969),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.2202849 -30.0449969),-51.2202849,-30.0449969
209121,Porto Alegre,Comunitária,POINT (-51.1299406 -29.9794081),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1299406 -29.9794081),-51.1299406,-29.9794081
209122,Porto Alegre,Comunitária,POINT (-51.2423268 -30.1012431),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.2423268 -30.1012431),-51.2423268,-30.1012431
209138,Porto Alegre,Não Informado,POINT (-51.0949769 -30.0220879),Entre 501 e 1000 matrículas de escolarização,"Atendimento Educacional Especializado, Atividade Complementar",Urbana,Municipal,POINT (-51.0949769 -30.0220879),-51.0949769,-30.0220879
209209,Porto Alegre,Comunitária,POINT (-51.1293932 -30.0465594),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1293932 -30.0465594),-51.1293932,-30.0465594
209210,Porto Alegre,Comunitária,POINT (-51.1019681 -30.1155737),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.1019681 -30.1155737),-51.1019681,-30.1155737
209211,Porto Alegre,Comunitária,POINT (-51.182646 -30.0755231),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.182646 -30.0755231),-51.182646,-30.0755231
209212,Porto Alegre,Particular,POINT (-51.20516 -30.05075),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.20516 -30.05075),-51.20516,-30.05075
209213,Porto Alegre,Confessional,POINT (-51.1509089 -30.0436105),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1509089 -30.0436105),-51.1509089,-30.0436105
209214,Porto Alegre,Particular,POINT (-51.17593 -30.06746),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.17593 -30.06746),-51.17593,-30.06746
209215,Porto Alegre,Não Informado,POINT (-51.23416 -30.08153),,,Urbana,Privada,POINT (-51.23416 -30.08153),-51.23416,-30.08153
209217,Porto Alegre,Particular,POINT (-51.22459 -30.11916),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.22459 -30.11916),-51.22459,-30.11916
209218,Porto Alegre,Comunitária,POINT (-51.1743931 -30.0935696),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1743931 -30.0935696),-51.1743931,-30.0935696
209220,Porto Alegre,Particular,POINT (-51.22977 -30.06044),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.22977 -30.06044),-51.22977,-30.06044
209221,Porto Alegre,Particular,POINT (-51.11149 -30.0224),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.11149 -30.0224),-51.11149,-30.0224
209222,Porto Alegre,Confessional,POINT (-51.1637132 -30.0730572),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1637132 -30.0730572),-51.1637132,-30.0730572
209223,Porto Alegre,Comunitária,POINT (-51.1094676 -30.0301658),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1094676 -30.0301658),-51.1094676,-30.0301658
209224,Porto Alegre,Particular,POINT (-51.224515 -30.1220174),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.224515 -30.1220174),-51.224515,-30.1220174
209225,Porto Alegre,Particular,POINT (-51.20285 -30.06962),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.20285 -30.06962),-51.20285,-30.06962
209226,Porto Alegre,Comunitária,POINT (-51.1470042262226 -29.9954791925848),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1470042262226 -29.9954791925848),-51.1470042262226,-29.9954791925848
209227,Porto Alegre,Comunitária,POINT (-51.1724752 -30.1044008),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1724752 -30.1044008),-51.1724752,-30.1044008
209228,Porto Alegre,Comunitária,POINT (-51.1227736 -30.0231481),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1227736 -30.0231481),-51.1227736,-30.0231481
209229,Porto Alegre,Comunitária,POINT (-51.1869432 -30.056813),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1869432 -30.056813),-51.1869432,-30.056813
209230,Porto Alegre,Comunitária,POINT (-51.228971 -30.0888061),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.228971 -30.0888061),-51.228971,-30.0888061
209231,Porto Alegre,Particular,POINT (-51.1894134 -30.0462764),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.1894134 -30.0462764),-51.1894134,-30.0462764
209232,Porto Alegre,Comunitária,POINT (-51.1365418 -30.1620111),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1365418 -30.1620111),-51.1365418,-30.1620111
209233,Porto Alegre,Confessional,POINT (-51.1964513 -29.9784852),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1964513 -29.9784852),-51.1964513,-29.9784852
209235,Porto Alegre,Comunitária,POINT (-51.1213051 -29.9842836),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1213051 -29.9842836),-51.1213051,-29.9842836
209236,Porto Alegre,Comunitária,POINT (-51.18863 -30.0974),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.18863 -30.0974),-51.18863,-30.0974
209237,Porto Alegre,Particular,POINT (-51.22288 -30.05065),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.22288 -30.05065),-51.22288,-30.05065
209238,Porto Alegre,Comunitária,POINT (-51.1439202 -30.1589231),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1439202 -30.1589231),-51.1439202,-30.1589231
209239,Porto Alegre,Comunitária,POINT (-51.218418 -30.0789011),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.218418 -30.0789011),-51.218418,-30.0789011
209240,Porto Alegre,Comunitária,POINT (-51.1529632 -30.1124293),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1529632 -30.1124293),-51.1529632,-30.1124293
209241,Porto Alegre,Confessional,POINT (-51.2239631 -30.0790974),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.2239631 -30.0790974),-51.2239631,-30.0790974
209242,Porto Alegre,Comunitária,POINT (-51.0983652 -30.0268234),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.0983652 -30.0268234),-51.0983652,-30.0268234
209243,Porto Alegre,Confessional,POINT (-51.2440985 -30.0941362),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.2440985 -30.0941362),-51.2440985,-30.0941362
209244,Porto Alegre,Comunitária,POINT (-51.1084677 -29.9854438),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1084677 -29.9854438),-51.1084677,-29.9854438
209245,Porto Alegre,Particular,POINT (-51.1920657 -30.0427016),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1920657 -30.0427016),-51.1920657,-30.0427016
209246,Porto Alegre,Comunitária,POINT (-51.0997214 -30.0248097),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.0997214 -30.0248097),-51.0997214,-30.0248097
209247,Porto Alegre,Particular,POINT (-51.22326 -30.08566),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.22326 -30.08566),-51.22326,-30.08566
209248,Porto Alegre,Comunitária,POINT (-51.1811157 -30.0869465),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.1811157 -30.0869465),-51.1811157,-30.0869465
209249,Porto Alegre,Comunitária,POINT (-51.129723 -30.028367),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.129723 -30.028367),-51.129723,-30.028367
209250,Porto Alegre,Não Informado,POINT (-51.22725 -30.08311),,,Urbana,Privada,POINT (-51.22725 -30.08311),-51.22725,-30.08311
209251,Porto Alegre,Comunitária,POINT (-51.1347265 -29.988703),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1347265 -29.988703),-51.1347265,-29.988703
209252,Porto Alegre,Comunitária,POINT (-51.2020304 -29.9888326),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.2020304 -29.9888326),-51.2020304,-29.9888326
209253,Porto Alegre,Comunitária,POINT (-51.1135289 -30.031179),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1135289 -30.031179),-51.1135289,-30.031179
209255,Porto Alegre,Comunitária,POINT (-51.2242941 -30.0884957),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.2242941 -30.0884957),-51.2242941,-30.0884957
209256,Porto Alegre,Particular,POINT (-51.14458 -30.02964),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.14458 -30.02964),-51.14458,-30.02964
209258,Porto Alegre,Particular,POINT (-51.17549 -30.06686),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.17549 -30.06686),-51.17549,-30.06686
209261,Porto Alegre,Particular,POINT (-51.20599 -30.04799),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.20599 -30.04799),-51.20599,-30.04799
209262,Porto Alegre,Particular,POINT (-51.19064 -30.04979),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.19064 -30.04979),-51.19064,-30.04979
209281,Porto Alegre,Particular,POINT (-51.19537 -30.04457),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.19537 -30.04457),-51.19537,-30.04457
209282,Porto Alegre,Não Informado,POINT (-51.20531 -30.04239),Até 50 matrículas de escolarização,,Urbana,Federal,POINT (-51.20531 -30.04239),-51.20531,-30.04239
209284,Porto Alegre,Particular,POINT (-51.1282685 -30.0403206),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.1282685 -30.0403206),-51.1282685,-30.0403206
209285,Porto Alegre,Particular,POINT (-51.20904 -30.02684),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.20904 -30.02684),-51.20904,-30.02684
209286,Porto Alegre,Particular,POINT (-51.21609 -30.08652),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.21609 -30.08652),-51.21609,-30.08652
209288,Porto Alegre,Particular,POINT (-51.16678 -30.01509),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.16678 -30.01509),-51.16678,-30.01509
209289,Porto Alegre,Particular,POINT (-51.2015142 -30.0567861),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.2015142 -30.0567861),-51.2015142,-30.0567861
209290,Porto Alegre,Particular,POINT (-51.20413 -30.00408),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.20413 -30.00408),-51.20413,-30.00408
209291,Porto Alegre,Particular,POINT (-51.0922763 -29.9913155),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.0922763 -29.9913155),-51.0922763,-29.9913155
209292,Porto Alegre,Particular,POINT (-51.22089 -30.05096),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.22089 -30.05096),-51.22089,-30.05096
209293,Porto Alegre,Particular,POINT (-51.22206 -30.03955),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.22206 -30.03955),-51.22206,-30.03955
209294,Porto Alegre,Particular,POINT (-51.1787 -30.02671),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1787 -30.02671),-51.1787,-30.02671
209295,Porto Alegre,Não Informado,POINT (-51.126 -29.99571),,,Urbana,Privada,POINT (-51.126 -29.99571),-51.126,-29.99571
209296,Porto Alegre,Particular,POINT (-51.2594 -30.01724),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.2594 -30.01724),-51.2594,-30.01724
209297,Porto Alegre,Particular,POINT (-51.16923 -30.06535),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.16923 -30.06535),-51.16923,-30.06535
209298,Porto Alegre,Particular,POINT (-51.11878 -30.02383),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.11878 -30.02383),-51.11878,-30.02383
209299,Porto Alegre,Não Informado,POINT (-51.22362 -30.05569),,,Urbana,Privada,POINT (-51.22362 -30.05569),-51.22362,-30.05569
209300,Porto Alegre,Particular,POINT (-51.22334 -30.05094),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.22334 -30.05094),-51.22334,-30.05094
209301,Porto Alegre,Particular,POINT (-51.20763 -30.0170748),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.20763 -30.0170748),-51.20763,-30.0170748
209302,Porto Alegre,Particular,POINT (-51.12435 -30.00171),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.12435 -30.00171),-51.12435,-30.00171
209303,Porto Alegre,Particular,POINT (-51.20772 -30.0305),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.20772 -30.0305),-51.20772,-30.0305
209304,Porto Alegre,Particular,POINT (-51.1736045 -30.0638336),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1736045 -30.0638336),-51.1736045,-30.0638336
209306,Porto Alegre,Particular,POINT (-51.20377 -30.04958),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.20377 -30.04958),-51.20377,-30.04958
209307,Porto Alegre,Filantrópica,POINT (-51.2046 -30.02668),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.2046 -30.02668),-51.2046,-30.02668
209308,Porto Alegre,Não Informado,POINT (-51.13525 -30.04386),,,Urbana,Privada,POINT (-51.13525 -30.04386),-51.13525,-30.04386
209310,Porto Alegre,Particular,POINT (-51.18933 -30.04378),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.18933 -30.04378),-51.18933,-30.04378
209311,Porto Alegre,Filantrópica,POINT (-51.22249 -30.04865),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.22249 -30.04865),-51.22249,-30.04865
209312,Porto Alegre,Particular,POINT (-51.16188 -30.00911),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.16188 -30.00911),-51.16188,-30.00911
209313,Porto Alegre,Comunitária,POINT (-51.1045111 -30.0209878),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1045111 -30.0209878),-51.1045111,-30.0209878
209314,Porto Alegre,Comunitária,POINT (-51.1452138 -30.1494496),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1452138 -30.1494496),-51.1452138,-30.1494496
209315,Porto Alegre,Particular,POINT (-51.1589323 -30.0339039),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.1589323 -30.0339039),-51.1589323,-30.0339039
209316,Porto Alegre,Particular,POINT (-51.16639 -30.01694),Entre 51 e 200 matrículas de escolarização,,Urbana,Privada,POINT (-51.16639 -30.01694),-51.16639,-30.01694
209317,Porto Alegre,Particular,POINT (-51.21589 -30.04348),Até 50 matrículas de escolarização,,Urbana,Privada,POINT (-51.21589 -30.04348),-51.21589,-30.04348
